Specificity	GO_CC	Population	SpecificInts	CC	Overlap	Pvalue	OverlapGenes
KO	condensed nuclear chromosome kinetochore	232	43	0	0	1	
WT	male germ cell nucleus	232	5	0	0	1	
KO	male germ cell nucleus	232	43	0	0	1	
WT	nuclear meiotic cohesin complex	232	5	0	0	1	
KO	nuclear meiotic cohesin complex	232	43	0	0	1	
WT	intrinsic component of mitochondrial outer membrane	232	5	0	0	1	
KO	intrinsic component of mitochondrial outer membrane	232	43	0	0	1	
WT	Elongator holoenzyme complex	232	5	0	0	1	
KO	Elongator holoenzyme complex	232	43	0	0	1	
WT	clathrin coat of endocytic vesicle	232	5	0	0	1	
KO	clathrin coat of endocytic vesicle	232	43	0	0	1	
WT	histone H3-K14 acetyltransferase complex	232	5	0	0	1	
KO	histone H3-K14 acetyltransferase complex	232	43	0	0	1	
WT	site of DNA damage	232	5	0	0	1	
KO	site of DNA damage	232	43	0	0	1	
WT	interleukin-18 receptor complex	232	5	0	0	1	
KO	interleukin-18 receptor complex	232	43	0	0	1	
WT	serotonin-activated cation-selective channel complex	232	5	0	0	1	
KO	serotonin-activated cation-selective channel complex	232	43	0	0	1	
WT	BLOC-1 complex	232	5	0	0	1	
KO	BLOC-1 complex	232	43	0	0	1	
WT	BORC complex	232	5	0	0	1	
KO	BORC complex	232	43	0	0	1	
WT	intercellular canaliculus	232	5	0	0	1	
KO	intercellular canaliculus	232	43	0	0	1	
WT	condensin complex	232	5	0	0	1	
KO	condensin complex	232	43	0	0	1	
WT	condensin core heterodimer	232	5	0	0	1	
KO	condensin core heterodimer	232	43	0	0	1	
WT	DNA-dependent protein kinase complex	232	5	0	0	1	
KO	DNA-dependent protein kinase complex	232	43	0	0	1	
WT	Cul5-RING ubiquitin ligase complex	232	5	0	0	1	
KO	Cul5-RING ubiquitin ligase complex	232	43	0	0	1	
WT	small nuclear ribonucleoprotein complex	232	5	0	0	1	
KO	small nuclear ribonucleoprotein complex	232	43	0	0	1	
WT	microtubule minus-end	232	5	2	0	1	
KO	microtubule minus-end	232	43	2	0	1	
WT	low-density lipoprotein particle	232	5	0	0	1	
KO	low-density lipoprotein particle	232	43	0	0	1	
WT	discoidal high-density lipoprotein particle	232	5	0	0	1	
KO	discoidal high-density lipoprotein particle	232	43	0	0	1	
WT	spherical high-density lipoprotein particle	232	5	0	0	1	
KO	spherical high-density lipoprotein particle	232	43	0	0	1	
WT	chaperone complex	232	5	1	0	1	
KO	chaperone complex	232	43	1	0	1	
WT	bleb	232	5	1	0	1	
KO	bleb	232	43	1	0	1	
WT	Nem1-Spo7 phosphatase complex	232	5	0	0	1	
KO	Nem1-Spo7 phosphatase complex	232	43	0	0	1	
WT	NuA4 histone acetyltransferase complex	232	5	1	0	1	
KO	NuA4 histone acetyltransferase complex	232	43	1	0	1	
WT	neuron projection terminus	232	5	1	0	1	
KO	neuron projection terminus	232	43	1	0	1	
WT	glycogen granule	232	5	2	0	1	
KO	glycogen granule	232	43	2	0	1	
WT	MOZ/MORF histone acetyltransferase complex	232	5	0	0	1	
KO	MOZ/MORF histone acetyltransferase complex	232	43	0	0	1	
WT	zymogen granule	232	5	0	0	1	
KO	zymogen granule	232	43	0	0	1	
WT	secretory vesicle	232	5	0	0	1	
KO	secretory vesicle	232	43	0	0	1	
WT	ciliary pocket membrane	232	5	0	0	1	
KO	ciliary pocket membrane	232	43	0	0	1	
WT	nuclear heterochromatin	232	5	0	0	1	
KO	nuclear heterochromatin	232	43	0	0	1	
WT	Lsm2-8 complex	232	5	0	0	1	
KO	Lsm2-8 complex	232	43	0	0	1	
WT	clathrin coat of trans-Golgi network vesicle	232	5	0	0	1	
KO	clathrin coat of trans-Golgi network vesicle	232	43	0	0	1	
WT	filopodium tip	232	5	1	0	1	
KO	filopodium tip	232	43	1	0	1	
WT	glial cell projection	232	5	0	0	1	
KO	glial cell projection	232	43	0	0	1	
WT	dendritic microtubule	232	5	0	0	1	
KO	dendritic microtubule	232	43	0	0	1	
WT	photoreceptor disc membrane	232	5	0	0	1	
KO	photoreceptor disc membrane	232	43	0	0	1	
WT	axonemal basal plate	232	5	0	0	1	
KO	axonemal basal plate	232	43	0	0	1	
WT	cholinergic synapse	232	5	1	0	1	
KO	cholinergic synapse	232	43	1	0	1	
WT	extrinsic component of synaptic membrane	232	5	0	0	1	
KO	extrinsic component of synaptic membrane	232	43	0	0	1	
WT	lamellipodium membrane	232	5	1	0	1	
KO	lamellipodium membrane	232	43	1	1	0.185344827586207	CFL1
WT	polkadots	232	5	0	0	1	
KO	polkadots	232	43	0	0	1	
WT	CBM complex	232	5	0	0	1	
KO	CBM complex	232	43	0	0	1	
WT	molybdopterin synthase complex	232	5	0	0	1	
KO	molybdopterin synthase complex	232	43	0	0	1	
WT	alveolar lamellar body	232	5	0	0	1	
KO	alveolar lamellar body	232	43	0	0	1	
WT	multivesicular body lumen	232	5	0	0	1	
KO	multivesicular body lumen	232	43	0	0	1	
WT	Ino80 complex	232	5	0	0	1	
KO	Ino80 complex	232	43	0	0	1	
WT	cyclin E2-CDK2 complex	232	5	0	0	1	
KO	cyclin E2-CDK2 complex	232	43	0	0	1	
WT	mitochondrial respiratory chain complex III	232	5	0	0	1	
KO	mitochondrial respiratory chain complex III	232	43	0	0	1	
WT	hemoglobin complex	232	5	0	0	1	
KO	hemoglobin complex	232	43	0	0	1	
WT	respiratory chain complex IV	232	5	0	0	1	
KO	respiratory chain complex IV	232	43	0	0	1	
WT	Shc-EGFR complex	232	5	0	0	1	
KO	Shc-EGFR complex	232	43	0	0	1	
WT	multivesicular body, internal vesicle lumen	232	5	0	0	1	
KO	multivesicular body, internal vesicle lumen	232	43	0	0	1	
WT	haptoglobin-hemoglobin complex	232	5	0	0	1	
KO	haptoglobin-hemoglobin complex	232	43	0	0	1	
WT	endocytic vesicle lumen	232	5	0	0	1	
KO	endocytic vesicle lumen	232	43	0	0	1	
WT	intrinsic component of external side of plasma membrane	232	5	0	0	1	
KO	intrinsic component of external side of plasma membrane	232	43	0	0	1	
WT	proton-transporting ATP synthase complex, coupling factor F(o)	232	5	0	0	1	
KO	proton-transporting ATP synthase complex, coupling factor F(o)	232	43	0	0	1	
WT	cell body fiber	232	5	0	0	1	
KO	cell body fiber	232	43	0	0	1	
WT	membrane attack complex	232	5	0	0	1	
KO	membrane attack complex	232	43	0	0	1	
WT	transcription factor AP-1 complex	232	5	0	0	1	
KO	transcription factor AP-1 complex	232	43	0	0	1	
WT	PCSK9-LDLR complex	232	5	0	0	1	
KO	PCSK9-LDLR complex	232	43	0	0	1	
WT	cytoplasmic side of rough endoplasmic reticulum membrane	232	5	3	0	1	
KO	cytoplasmic side of rough endoplasmic reticulum membrane	232	43	3	0	1	
WT	neurosecretory vesicle	232	5	0	0	1	
KO	neurosecretory vesicle	232	43	0	0	1	
WT	symmetric synapse	232	5	0	0	1	
KO	symmetric synapse	232	43	0	0	1	
WT	synaptic vesicle lumen	232	5	0	0	1	
KO	synaptic vesicle lumen	232	43	0	0	1	
WT	neuronal dense core vesicle lumen	232	5	0	0	1	
KO	neuronal dense core vesicle lumen	232	43	0	0	1	
WT	follicle-stimulating hormone complex	232	5	0	0	1	
KO	follicle-stimulating hormone complex	232	43	0	0	1	
WT	growth hormone receptor complex	232	5	0	0	1	
KO	growth hormone receptor complex	232	43	0	0	1	
WT	neuronal dense core vesicle	232	5	0	0	1	
KO	neuronal dense core vesicle	232	43	0	0	1	
WT	interleukin-2 receptor complex	232	5	0	0	1	
KO	interleukin-2 receptor complex	232	43	0	0	1	
WT	monomeric IgA immunoglobulin complex	232	5	0	0	1	
KO	monomeric IgA immunoglobulin complex	232	43	0	0	1	
WT	dimeric IgA immunoglobulin complex	232	5	0	0	1	
KO	dimeric IgA immunoglobulin complex	232	43	0	0	1	
WT	secretory IgA immunoglobulin complex	232	5	0	0	1	
KO	secretory IgA immunoglobulin complex	232	43	0	0	1	
WT	secretory dimeric IgA immunoglobulin complex	232	5	0	0	1	
KO	secretory dimeric IgA immunoglobulin complex	232	43	0	0	1	
WT	pentameric IgM immunoglobulin complex	232	5	0	0	1	
KO	pentameric IgM immunoglobulin complex	232	43	0	0	1	
WT	hexameric IgM immunoglobulin complex	232	5	0	0	1	
KO	hexameric IgM immunoglobulin complex	232	43	0	0	1	
WT	MHC class I protein complex	232	5	0	0	1	
KO	MHC class I protein complex	232	43	0	0	1	
WT	collagen type I trimer	232	5	1	0	1	
KO	collagen type I trimer	232	43	1	0	1	
WT	collagen type II trimer	232	5	0	0	1	
KO	collagen type II trimer	232	43	0	0	1	
WT	collagen type III trimer	232	5	0	0	1	
KO	collagen type III trimer	232	43	0	0	1	
WT	collagen type IV trimer	232	5	0	0	1	
KO	collagen type IV trimer	232	43	0	0	1	
WT	actin filament bundle	232	5	0	0	1	
KO	actin filament bundle	232	43	0	0	1	
WT	cardiac myofibril	232	5	0	0	1	
KO	cardiac myofibril	232	43	0	0	1	
WT	lamin filament	232	5	0	0	1	
KO	lamin filament	232	43	0	0	1	
WT	spectrin-associated cytoskeleton	232	5	2	0	1	
KO	spectrin-associated cytoskeleton	232	43	2	0	1	
WT	troponin complex	232	5	0	0	1	
KO	troponin complex	232	43	0	0	1	
WT	intermediate-density lipoprotein particle	232	5	0	0	1	
KO	intermediate-density lipoprotein particle	232	43	0	0	1	
WT	chylomicron	232	5	0	0	1	
KO	chylomicron	232	43	0	0	1	
WT	lipoprotein particle	232	5	0	0	1	
KO	lipoprotein particle	232	43	0	0	1	
WT	fibrinogen complex	232	5	0	0	1	
KO	fibrinogen complex	232	43	0	0	1	
WT	acetylcholine-gated channel complex	232	5	0	0	1	
KO	acetylcholine-gated channel complex	232	43	0	0	1	
WT	complement component C1 complex	232	5	0	0	1	
KO	complement component C1 complex	232	43	0	0	1	
WT	other organism cell membrane	232	5	0	0	1	
KO	other organism cell membrane	232	43	0	0	1	
WT	platelet dense granule lumen	232	5	0	0	1	
KO	platelet dense granule lumen	232	43	0	0	1	
WT	symbiont-containing vacuole membrane	232	5	0	0	1	
KO	symbiont-containing vacuole membrane	232	43	0	0	1	
WT	host cell cytoplasm	232	5	0	0	1	
KO	host cell cytoplasm	232	43	0	0	1	
WT	intracellular ferritin complex	232	5	0	0	1	
KO	intracellular ferritin complex	232	43	0	0	1	
WT	autolysosome	232	5	0	0	1	
KO	autolysosome	232	43	0	0	1	
WT	transcriptional preinitiation complex	232	5	0	0	1	
KO	transcriptional preinitiation complex	232	43	0	0	1	
WT	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	232	5	0	0	1	
KO	mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	232	43	0	0	1	
WT	angiogenin-PRI complex	232	5	0	0	1	
KO	angiogenin-PRI complex	232	43	0	0	1	
WT	rough endoplasmic reticulum lumen	232	5	0	0	1	
KO	rough endoplasmic reticulum lumen	232	43	0	0	1	
WT	alphav-beta3 integrin-vitronectin complex	232	5	0	0	1	
KO	alphav-beta3 integrin-vitronectin complex	232	43	0	0	1	
WT	euchromatin	232	5	0	0	1	
KO	euchromatin	232	43	0	0	1	
WT	sperm head	232	5	0	0	1	
KO	sperm head	232	43	0	0	1	
WT	vesicle lumen	232	5	0	0	1	
KO	vesicle lumen	232	43	0	0	1	
WT	mature chylomicron	232	5	0	0	1	
KO	mature chylomicron	232	43	0	0	1	
WT	chylomicron remnant	232	5	0	0	1	
KO	chylomicron remnant	232	43	0	0	1	
WT	inclusion body	232	5	0	0	1	
KO	inclusion body	232	43	0	0	1	
WT	anchored component of external side of plasma membrane	232	5	0	0	1	
KO	anchored component of external side of plasma membrane	232	43	0	0	1	
WT	neuronal cell body membrane	232	5	0	0	1	
KO	neuronal cell body membrane	232	43	0	0	1	
WT	macrophage migration inhibitory factor receptor complex	232	5	0	0	1	
KO	macrophage migration inhibitory factor receptor complex	232	43	0	0	1	
WT	NOS2-CD74 complex	232	5	0	0	1	
KO	NOS2-CD74 complex	232	43	0	0	1	
WT	Weibel-Palade body	232	5	0	0	1	
KO	Weibel-Palade body	232	43	0	0	1	
WT	internode region of axon	232	5	1	0	1	
KO	internode region of axon	232	43	1	0	1	
WT	Golgi medial cisterna	232	5	0	0	1	
KO	Golgi medial cisterna	232	43	0	0	1	
WT	ERBB3:ERBB2 complex	232	5	0	0	1	
KO	ERBB3:ERBB2 complex	232	43	0	0	1	
WT	NADPH oxidase complex	232	5	0	0	1	
KO	NADPH oxidase complex	232	43	0	0	1	
WT	oligosaccharyltransferase complex	232	5	0	0	1	
KO	oligosaccharyltransferase complex	232	43	0	0	1	
WT	insulin-like growth factor binding protein complex	232	5	1	0	1	
KO	insulin-like growth factor binding protein complex	232	43	1	0	1	
WT	alphav-beta3 integrin-IGF-1-IGF1R complex	232	5	0	0	1	
KO	alphav-beta3 integrin-IGF-1-IGF1R complex	232	43	0	0	1	
WT	insulin-like growth factor ternary complex	232	5	1	0	1	
KO	insulin-like growth factor ternary complex	232	43	1	0	1	
WT	exocytic vesicle	232	5	0	0	1	
KO	exocytic vesicle	232	43	0	0	1	
WT	photoreceptor inner segment membrane	232	5	0	0	1	
KO	photoreceptor inner segment membrane	232	43	0	0	1	
WT	cytosolic ribosome	232	5	2	0	1	
KO	cytosolic ribosome	232	43	2	0	1	
WT	integrin alphav-beta3 complex	232	5	0	0	1	
KO	integrin alphav-beta3 complex	232	43	0	0	1	
WT	alphav-beta3 integrin-PKCalpha complex	232	5	0	0	1	
KO	alphav-beta3 integrin-PKCalpha complex	232	43	0	0	1	
WT	alphav-beta3 integrin-HMGB1 complex	232	5	0	0	1	
KO	alphav-beta3 integrin-HMGB1 complex	232	43	0	0	1	
WT	integrin alphaL-beta2 complex	232	5	0	0	1	
KO	integrin alphaL-beta2 complex	232	43	0	0	1	
WT	integrin alphaM-beta2 complex	232	5	0	0	1	
KO	integrin alphaM-beta2 complex	232	43	0	0	1	
WT	cytoplasmic region	232	5	0	0	1	
KO	cytoplasmic region	232	43	0	0	1	
WT	inhibin-betaglycan-ActRII complex	232	5	0	0	1	
KO	inhibin-betaglycan-ActRII complex	232	43	0	0	1	
WT	inhibin A complex	232	5	0	0	1	
KO	inhibin A complex	232	43	0	0	1	
WT	inhibin B complex	232	5	0	0	1	
KO	inhibin B complex	232	43	0	0	1	
WT	presynaptic cytosol	232	5	1	0	1	
KO	presynaptic cytosol	232	43	1	0	1	
WT	postsynaptic cytosol	232	5	2	0	1	
KO	postsynaptic cytosol	232	43	2	0	1	
WT	platelet dense tubular network	232	5	0	0	1	
KO	platelet dense tubular network	232	43	0	0	1	
WT	protein C inhibitor-TMPRSS7 complex	232	5	0	0	1	
KO	protein C inhibitor-TMPRSS7 complex	232	43	0	0	1	
WT	protein C inhibitor-TMPRSS11E complex	232	5	0	0	1	
KO	protein C inhibitor-TMPRSS11E complex	232	43	0	0	1	
WT	protein C inhibitor-PLAT complex	232	5	0	0	1	
KO	protein C inhibitor-PLAT complex	232	43	0	0	1	
WT	protein C inhibitor-PLAU complex	232	5	0	0	1	
KO	protein C inhibitor-PLAU complex	232	43	0	0	1	
WT	protein C inhibitor-thrombin complex	232	5	0	0	1	
KO	protein C inhibitor-thrombin complex	232	43	0	0	1	
WT	protein C inhibitor-KLK3 complex	232	5	0	0	1	
KO	protein C inhibitor-KLK3 complex	232	43	0	0	1	
WT	protein C inhibitor-plasma kallikrein complex	232	5	0	0	1	
KO	protein C inhibitor-plasma kallikrein complex	232	43	0	0	1	
WT	protein C inhibitor-coagulation factor V complex	232	5	0	0	1	
KO	protein C inhibitor-coagulation factor V complex	232	43	0	0	1	
WT	protein C inhibitor-coagulation factor Xa complex	232	5	0	0	1	
KO	protein C inhibitor-coagulation factor Xa complex	232	43	0	0	1	
WT	protein C inhibitor-coagulation factor XI complex	232	5	0	0	1	
KO	protein C inhibitor-coagulation factor XI complex	232	43	0	0	1	
WT	extracellular membrane-bounded organelle	232	5	0	0	1	
KO	extracellular membrane-bounded organelle	232	43	0	0	1	
WT	polysome	232	5	3	0	1	
KO	polysome	232	43	3	0	1	
WT	eukaryotic translation initiation factor 2 complex	232	5	0	0	1	
KO	eukaryotic translation initiation factor 2 complex	232	43	0	0	1	
WT	eukaryotic translation initiation factor 2B complex	232	5	0	0	1	
KO	eukaryotic translation initiation factor 2B complex	232	43	0	0	1	
WT	translation initiation ternary complex	232	5	0	0	1	
KO	translation initiation ternary complex	232	43	0	0	1	
WT	glial limiting end-foot	232	5	0	0	1	
KO	glial limiting end-foot	232	43	0	0	1	
WT	interleukin-6 receptor complex	232	5	0	0	1	
KO	interleukin-6 receptor complex	232	43	0	0	1	
WT	cytosolic large ribosomal subunit	232	5	20	1	0.365474468006171	RPLP2
KO	cytosolic large ribosomal subunit	232	43	20	2	0.917679162943681	RPL24,RPL8
WT	sarcoplasm	232	5	0	0	1	
KO	sarcoplasm	232	43	0	0	1	
WT	integrin alpha1-beta1 complex	232	5	0	0	1	
KO	integrin alpha1-beta1 complex	232	43	0	0	1	
WT	integrin alpha2-beta1 complex	232	5	0	0	1	
KO	integrin alpha2-beta1 complex	232	43	0	0	1	
WT	integrin alpha3-beta1 complex	232	5	0	0	1	
KO	integrin alpha3-beta1 complex	232	43	0	0	1	
WT	integrin alpha5-beta1 complex	232	5	0	0	1	
KO	integrin alpha5-beta1 complex	232	43	0	0	1	
WT	integrin alpha7-beta1 complex	232	5	0	0	1	
KO	integrin alpha7-beta1 complex	232	43	0	0	1	
WT	integrin alpha8-beta1 complex	232	5	0	0	1	
KO	integrin alpha8-beta1 complex	232	43	0	0	1	
WT	integrin alpha11-beta1 complex	232	5	0	0	1	
KO	integrin alpha11-beta1 complex	232	43	0	0	1	
WT	myelin sheath abaxonal region	232	5	0	0	1	
KO	myelin sheath abaxonal region	232	43	0	0	1	
WT	invadopodium membrane	232	5	0	0	1	
KO	invadopodium membrane	232	43	0	0	1	
WT	integral component of synaptic membrane	232	5	0	0	1	
KO	integral component of synaptic membrane	232	43	0	0	1	
WT	muscle myosin complex	232	5	1	0	1	
KO	muscle myosin complex	232	43	1	0	1	
WT	collagen type V trimer	232	5	0	0	1	
KO	collagen type V trimer	232	43	0	0	1	
WT	insulin receptor complex	232	5	1	0	1	
KO	insulin receptor complex	232	43	1	1	0.185344827586207	SORBS1
WT	nuclear lumen	232	5	0	0	1	
KO	nuclear lumen	232	43	0	0	1	
WT	Rb-E2F complex	232	5	0	0	1	
KO	Rb-E2F complex	232	43	0	0	1	
WT	cyclin-dependent protein kinase holoenzyme complex	232	5	0	0	1	
KO	cyclin-dependent protein kinase holoenzyme complex	232	43	0	0	1	
WT	cyclin B1-CDK1 complex	232	5	0	0	1	
KO	cyclin B1-CDK1 complex	232	43	0	0	1	
WT	mitochondrial proton-transporting ATP synthase, catalytic core	232	5	0	0	1	
KO	mitochondrial proton-transporting ATP synthase, catalytic core	232	43	0	0	1	
WT	proton-transporting ATP synthase complex	232	5	0	0	1	
KO	proton-transporting ATP synthase complex	232	43	0	0	1	
WT	RISC complex	232	5	0	0	1	
KO	RISC complex	232	43	0	0	1	
WT	integral component of external side of plasma membrane	232	5	0	0	1	
KO	integral component of external side of plasma membrane	232	43	0	0	1	
WT	muscle thin filament tropomyosin	232	5	3	0	1	
KO	muscle thin filament tropomyosin	232	43	3	0	1	
WT	integrin alphav-beta5 complex	232	5	0	0	1	
KO	integrin alphav-beta5 complex	232	43	0	0	1	
WT	integrin alphav-beta6 complex	232	5	0	0	1	
KO	integrin alphav-beta6 complex	232	43	0	0	1	
WT	integrin alphav-beta8 complex	232	5	0	0	1	
KO	integrin alphav-beta8 complex	232	43	0	0	1	
WT	varicosity	232	5	1	0	1	
KO	varicosity	232	43	1	0	1	
WT	melanosome membrane	232	5	0	0	1	
KO	melanosome membrane	232	43	0	0	1	
WT	protein-lipid complex	232	5	0	0	1	
KO	protein-lipid complex	232	43	0	0	1	
WT	apical cortex	232	5	0	0	1	
KO	apical cortex	232	43	0	0	1	
WT	postsynaptic intermediate filament cytoskeleton	232	5	2	0	1	
KO	postsynaptic intermediate filament cytoskeleton	232	43	2	0	1	
WT	presynaptic intermediate filament cytoskeleton	232	5	1	0	1	
KO	presynaptic intermediate filament cytoskeleton	232	43	1	0	1	
WT	neurofibrillary tangle	232	5	2	0	1	
KO	neurofibrillary tangle	232	43	2	1	0.336990595611285	NEFM
WT	nuclear pericentric heterochromatin	232	5	0	0	1	
KO	nuclear pericentric heterochromatin	232	43	0	0	1	
WT	vacuolar membrane	232	5	0	0	1	
KO	vacuolar membrane	232	43	0	0	1	
WT	procollagen-proline 4-dioxygenase complex	232	5	0	0	1	
KO	procollagen-proline 4-dioxygenase complex	232	43	0	0	1	
WT	endoplasmic reticulum chaperone complex	232	5	1	0	1	
KO	endoplasmic reticulum chaperone complex	232	43	1	1	0.185344827586207	HSPA5
WT	CSF1-CSF1R complex	232	5	0	0	1	
KO	CSF1-CSF1R complex	232	43	0	0	1	
WT	myelin sheath adaxonal region	232	5	0	0	1	
KO	myelin sheath adaxonal region	232	43	0	0	1	
WT	macropinosome	232	5	0	0	1	
KO	macropinosome	232	43	0	0	1	
WT	AnxA2-p11 complex	232	5	0	0	1	
KO	AnxA2-p11 complex	232	43	0	0	1	
WT	PCSK9-AnxA2 complex	232	5	0	0	1	
KO	PCSK9-AnxA2 complex	232	43	0	0	1	
WT	collagen type VI trimer	232	5	0	0	1	
KO	collagen type VI trimer	232	43	0	0	1	
WT	endolysosome lumen	232	5	0	0	1	
KO	endolysosome lumen	232	43	0	0	1	
WT	mitochondrial respirasome	232	5	0	0	1	
KO	mitochondrial respirasome	232	43	0	0	1	
WT	laminin-1 complex	232	5	2	0	1	
KO	laminin-1 complex	232	43	2	1	0.336990595611285	LAMC1
WT	laminin-2 complex	232	5	1	0	1	
KO	laminin-2 complex	232	43	1	0	1	
WT	laminin-8 complex	232	5	1	0	1	
KO	laminin-8 complex	232	43	1	0	1	
WT	postsynaptic specialization, intracellular component	232	5	0	0	1	
KO	postsynaptic specialization, intracellular component	232	43	0	0	1	
WT	tricarboxylic acid cycle enzyme complex	232	5	0	0	1	
KO	tricarboxylic acid cycle enzyme complex	232	43	0	0	1	
WT	lamellar body	232	5	0	0	1	
KO	lamellar body	232	43	0	0	1	
WT	nucleotide-excision repair complex	232	5	0	0	1	
KO	nucleotide-excision repair complex	232	43	0	0	1	
WT	nucleotide-excision repair factor 1 complex	232	5	0	0	1	
KO	nucleotide-excision repair factor 1 complex	232	43	0	0	1	
WT	ERCC4-ERCC1 complex	232	5	0	0	1	
KO	ERCC4-ERCC1 complex	232	43	0	0	1	
WT	protein kinase complex	232	5	0	0	1	
KO	protein kinase complex	232	43	0	0	1	
WT	asymmetric synapse	232	5	0	0	1	
KO	asymmetric synapse	232	43	0	0	1	
WT	amino acid transport complex	232	5	0	0	1	
KO	amino acid transport complex	232	43	0	0	1	
WT	keratohyalin granule	232	5	0	0	1	
KO	keratohyalin granule	232	43	0	0	1	
WT	6-phosphofructokinase complex	232	5	0	0	1	
KO	6-phosphofructokinase complex	232	43	0	0	1	
WT	HSP90-CDC37 chaperone complex	232	5	0	0	1	
KO	HSP90-CDC37 chaperone complex	232	43	0	0	1	
WT	sperm head plasma membrane	232	5	0	0	1	
KO	sperm head plasma membrane	232	43	0	0	1	
WT	ooplasm	232	5	0	0	1	
KO	ooplasm	232	43	0	0	1	
WT	signal recognition particle receptor complex	232	5	2	0	1	
KO	signal recognition particle receptor complex	232	43	2	0	1	
WT	activin A complex	232	5	0	0	1	
KO	activin A complex	232	43	0	0	1	
WT	plasma lipoprotein particle	232	5	0	0	1	
KO	plasma lipoprotein particle	232	43	0	0	1	
WT	U1 snRNP	232	5	1	0	1	
KO	U1 snRNP	232	43	1	0	1	
WT	serine-type peptidase complex	232	5	0	0	1	
KO	serine-type peptidase complex	232	43	0	0	1	
WT	terminal web	232	5	0	0	1	
KO	terminal web	232	43	0	0	1	
WT	endothelial microparticle	232	5	0	0	1	
KO	endothelial microparticle	232	43	0	0	1	
WT	ciliary neurotrophic factor receptor complex	232	5	0	0	1	
KO	ciliary neurotrophic factor receptor complex	232	43	0	0	1	
WT	multivesicular body, internal vesicle	232	5	0	0	1	
KO	multivesicular body, internal vesicle	232	43	0	0	1	
WT	chromaffin granule lumen	232	5	0	0	1	
KO	chromaffin granule lumen	232	43	0	0	1	
WT	chromaffin granule membrane	232	5	0	0	1	
KO	chromaffin granule membrane	232	43	0	0	1	
WT	TRAF2-GSTP1 complex	232	5	0	0	1	
KO	TRAF2-GSTP1 complex	232	43	0	0	1	
WT	commitment complex	232	5	0	0	1	
KO	commitment complex	232	43	0	0	1	
WT	U2-type prespliceosome	232	5	2	0	1	
KO	U2-type prespliceosome	232	43	2	0	1	
WT	nuclear nucleosome	232	5	0	0	1	
KO	nuclear nucleosome	232	43	0	0	1	
WT	clathrin coat	232	5	0	0	1	
KO	clathrin coat	232	43	0	0	1	
WT	clathrin complex	232	5	0	0	1	
KO	clathrin complex	232	43	0	0	1	
WT	acrosomal matrix	232	5	0	0	1	
KO	acrosomal matrix	232	43	0	0	1	
WT	oxoglutarate dehydrogenase complex	232	5	0	0	1	
KO	oxoglutarate dehydrogenase complex	232	43	0	0	1	
WT	alpha DNA polymerase:primase complex	232	5	0	0	1	
KO	alpha DNA polymerase:primase complex	232	43	0	0	1	
WT	other organism cell	232	5	0	0	1	
KO	other organism cell	232	43	0	0	1	
WT	Ctf18 RFC-like complex	232	5	0	0	1	
KO	Ctf18 RFC-like complex	232	43	0	0	1	
WT	catalytic complex	232	5	1	0	1	
KO	catalytic complex	232	43	1	1	0.185344827586207	CALM3
WT	Myb complex	232	5	0	0	1	
KO	Myb complex	232	43	0	0	1	
WT	mitochondrial pyruvate dehydrogenase complex	232	5	0	0	1	
KO	mitochondrial pyruvate dehydrogenase complex	232	43	0	0	1	
WT	lumenal side of lysosomal membrane	232	5	1	0	1	
KO	lumenal side of lysosomal membrane	232	43	1	0	1	
WT	nuclear periphery	232	5	1	0	1	
KO	nuclear periphery	232	43	1	0	1	
WT	tubulin complex	232	5	0	0	1	
KO	tubulin complex	232	43	0	0	1	
WT	cAMP-dependent protein kinase complex	232	5	0	0	1	
KO	cAMP-dependent protein kinase complex	232	43	0	0	1	
WT	sperm connecting piece	232	5	0	0	1	
KO	sperm connecting piece	232	43	0	0	1	
WT	chromaffin granule	232	5	0	0	1	
KO	chromaffin granule	232	43	0	0	1	
WT	protein complex involved in cell adhesion	232	5	0	0	1	
KO	protein complex involved in cell adhesion	232	43	0	0	1	
WT	coated vesicle	232	5	0	0	1	
KO	coated vesicle	232	43	0	0	1	
WT	perinuclear endoplasmic reticulum lumen	232	5	0	0	1	
KO	perinuclear endoplasmic reticulum lumen	232	43	0	0	1	
WT	dendritic branch	232	5	1	0	1	
KO	dendritic branch	232	43	1	0	1	
WT	CA3 pyramidal cell dendrite	232	5	1	0	1	
KO	CA3 pyramidal cell dendrite	232	43	1	0	1	
WT	primary dendrite	232	5	1	0	1	
KO	primary dendrite	232	43	1	0	1	
WT	distal dendrite	232	5	1	0	1	
KO	distal dendrite	232	43	1	0	1	
WT	apical distal dendrite	232	5	1	0	1	
KO	apical distal dendrite	232	43	1	0	1	
WT	dendritic filopodium	232	5	1	0	1	
KO	dendritic filopodium	232	43	1	0	1	
WT	proximal dendrite	232	5	1	0	1	
KO	proximal dendrite	232	43	1	0	1	
WT	Prp19 complex	232	5	1	0	1	
KO	Prp19 complex	232	43	1	0	1	
WT	clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane	232	5	1	0	1	
KO	clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane	232	43	1	0	1	
WT	photoreceptor ribbon synapse	232	5	1	0	1	
KO	photoreceptor ribbon synapse	232	43	1	0	1	
