Test	Dataset	DegType	CellType	PopCount	IntCount	DegCount	OverlapCount	P	OverlapGenes
Conditional	SYNGAP1	Up	L5/6-CC	1147	130	4	2	0.06561358405324337	MAPRE2,MAP2
Global	SYNGAP1	Up	Neu-mat	36254	130	1	0	1.0	
Conditional	SYNGAP1	Up	Neu-mat	1147	130	0	0	1.0	
Global	SYNGAP1	Up	Neu-NRGN-I	36254	130	7	0	1.0	
Conditional	SYNGAP1	Up	Neu-NRGN-I	1147	130	0	0	1.0	
Global	SYNGAP1	Up	Neu-NRGN-II	36254	130	17	0	1.0	
Conditional	SYNGAP1	Up	Neu-NRGN-II	1147	130	0	0	1.0	
Global	SYNGAP1	Up	IN-PV	36254	130	19	0	1.0	
Conditional	SYNGAP1	Up	IN-PV	1147	130	2	0	1.0	
Global	SYNGAP1	Up	IN-SST	36254	130	21	2	0.002562444275316164	MAP2,PUM1
Conditional	SYNGAP1	Up	IN-SST	1147	130	3	2	0.0354217544655841	MAP2,PUM1
Global	SYNGAP1	Up	IN-VIP	36254	130	58	2	0.018502406454332987	SSBP2,ELAVL2
Conditional	SYNGAP1	Up	IN-VIP	1147	130	5	2	0.10136127379541209	SSBP2,ELAVL2
Global	SYNGAP1	Up	IN-SV2C	36254	130	11	0	1.0	
Conditional	SYNGAP1	Up	IN-SV2C	1147	130	2	0	1.0	
Global	SYNGAP1	Up	Microglia	36254	130	58	1	0.18821121135570937	SSBP2
Conditional	SYNGAP1	Up	Microglia	1147	130	7	1	0.570184328561894	SSBP2
Global	SYNGAP1	Up	AST-PP	36254	130	45	1	0.14934603634190913	GPHN
Conditional	SYNGAP1	Up	AST-PP	1147	130	5	1	0.4526031090527676	GPHN
Global	SYNGAP1	Up	AST-FB	36254	130	13	0	1.0	
Conditional	SYNGAP1	Up	AST-FB	1147	130	0	0	1.0	
Global	SYNGAP1	Up	Oligodendrocytes	36254	130	6	0	1.0	
Conditional	SYNGAP1	Up	Oligodendrocytes	1147	130	0	0	1.0	
Global	SYNGAP1	Up	OPC	36254	130	1	0	1.0	
Conditional	SYNGAP1	Up	OPC	1147	130	0	0	1.0	
Global	SYNGAP1	Up	Endothelial	36254	130	33	0	1.0	
Conditional	SYNGAP1	Up	Endothelial	1147	130	2	0	1.0	
Global	SYNGAP1	Down	L2/3	36254	130	46	1	0.1524001117175215	RPS15
Conditional	SYNGAP1	Down	L2/3	1147	130	7	1	0.570184328561894	RPS15
Global	SYNGAP1	Down	L4	36254	130	40	1	0.1339110900929184	RPS15
Conditional	SYNGAP1	Down	L4	1147	130	2	1	0.2139202198313835	RPS15
Global	SYNGAP1	Down	L5/6	36254	130	3	0	1.0	
Conditional	SYNGAP1	Down	L5/6	1147	130	1	0	1.0	
Global	SYNGAP1	Down	L5/6-CC	36254	130	5	0	1.0	
Conditional	SYNGAP1	Down	L5/6-CC	1147	130	2	0	1.0	
Global	SYNGAP1	Down	Neu-mat	36254	130	2	0	1.0	
Conditional	SYNGAP1	Down	Neu-mat	1147	130	0	0	1.0	
Global	SYNGAP1	Down	Neu-NRGN-I	36254	130	6	0	1.0	
Conditional	SYNGAP1	Down	Neu-NRGN-I	1147	130	2	0	1.0	
Global	SYNGAP1	Down	Neu-NRGN-II	36254	130	9	0	1.0	
Conditional	SYNGAP1	Down	Neu-NRGN-II	1147	130	1	0	1.0	
Global	SYNGAP1	Down	IN-PV	36254	130	8	0	1.0	
Conditional	SYNGAP1	Down	IN-PV	1147	130	1	0	1.0	
Global	SYNGAP1	Down	IN-SST	36254	130	8	0	1.0	
Conditional	SYNGAP1	Down	IN-SST	1147	130	1	0	1.0	
Global	SYNGAP1	Down	IN-VIP	36254	130	21	1	0.07268152876644213	RPS15
Conditional	SYNGAP1	Down	IN-VIP	1147	130	2	1	0.2139202198313835	RPS15
Global	SYNGAP1	Down	IN-SV2C	36254	130	21	0	1.0	
Conditional	SYNGAP1	Down	IN-SV2C	1147	130	3	0	1.0	
Global	SYNGAP1	Down	Microglia	36254	130	20	1	0.06934252474305515	H3F3B
Conditional	SYNGAP1	Down	Microglia	1147	130	4	1	0.3823547420012965	H3F3B
Global	SYNGAP1	Down	AST-PP	36254	130	14	0	1.0	
Conditional	SYNGAP1	Down	AST-PP	1147	130	1	0	1.0	
Global	SYNGAP1	Down	AST-FB	36254	130	2	0	1.0	
Conditional	SYNGAP1	Down	AST-FB	1147	130	0	0	1.0	
Global	SYNGAP1	Down	Oligodendrocytes	36254	130	10	0	1.0	
Conditional	SYNGAP1	Down	Oligodendrocytes	1147	130	2	0	1.0	
Global	SYNGAP1	Down	OPC	36254	130	2	0	1.0	
Conditional	SYNGAP1	Down	OPC	1147	130	0	0	1.0	
Global	SYNGAP1	Down	Endothelial	36254	130	26	2	0.003919500692850905	SFPQ,H3F3B
Conditional	SYNGAP1	Down	Endothelial	1147	130	4	2	0.06561358405324337	SFPQ,H3F3B
Global	TLK2	All	L2/3	36254	56	107	1	0.15265603235818906	NLGN1
Conditional	TLK2	All	L2/3	1466	56	19	1	0.5251151306826765	NLGN1
Global	TLK2	All	L4	36254	56	105	1	0.15002456741959808	PPFIA2
Conditional	TLK2	All	L4	1466	56	8	1	0.26827052777627974	PPFIA2
Global	TLK2	All	L5/6	36254	56	8	0	1.0	
Conditional	TLK2	All	L5/6	1466	56	2	0	1.0	
Global	TLK2	All	L5/6-CC	36254	56	19	0	1.0	
Conditional	TLK2	All	L5/6-CC	1466	56	6	0	1.0	
Global	TLK2	All	Neu-mat	36254	56	3	0	1.0	
Conditional	TLK2	All	Neu-mat	1466	56	0	0	1.0	
Global	TLK2	All	Neu-NRGN-I	36254	56	13	0	1.0	
Conditional	TLK2	All	Neu-NRGN-I	1466	56	3	0	1.0	
Global	TLK2	All	Neu-NRGN-II	36254	56	26	0	1.0	
Conditional	TLK2	All	Neu-NRGN-II	1466	56	1	0	1.0	
Global	TLK2	All	IN-PV	36254	56	27	0	1.0	
Conditional	TLK2	All	IN-PV	1466	56	4	0	1.0	
Global	TLK2	All	IN-SST	36254	56	29	0	1.0	
Conditional	TLK2	All	IN-SST	1466	56	4	0	1.0	
Global	TLK2	All	IN-VIP	36254	56	79	1	0.11507636073373771	ELAVL2
Conditional	TLK2	All	IN-VIP	1466	56	8	1	0.26827052777627974	ELAVL2
Global	TLK2	All	IN-SV2C	36254	56	32	0	1.0	
Conditional	TLK2	All	IN-SV2C	1466	56	5	0	1.0	
Global	TLK2	All	Microglia	36254	56	78	0	1.0	
Conditional	TLK2	All	Microglia	1466	56	13	0	1.0	
Global	TLK2	All	AST-PP	36254	56	59	1	0.08723636587173257	COX20
Conditional	TLK2	All	AST-PP	1466	56	8	1	0.26827052777627974	COX20
Global	TLK2	All	AST-FB	36254	56	15	0	1.0	
Conditional	TLK2	All	AST-FB	1466	56	1	0	1.0	
Global	TLK2	All	Oligodendrocytes	36254	56	16	0	1.0	
Conditional	TLK2	All	Oligodendrocytes	1466	56	3	0	1.0	
Global	TLK2	All	OPC	36254	56	3	0	1.0	
Conditional	TLK2	All	OPC	1466	56	0	0	1.0	
Global	TLK2	All	Endothelial	36254	56	59	0	1.0	
Conditional	TLK2	All	Endothelial	1466	56	7	0	1.0	
Global	TLK2	Up	L2/3	36254	56	61	1	0.09005863009596313	NLGN1
Conditional	TLK2	Up	L2/3	1466	56	11	1	0.3494416109395185	NLGN1
Global	TLK2	Up	L4	36254	56	65	1	0.09567747085597594	PPFIA2
Conditional	TLK2	Up	L4	1466	56	6	1	0.20871320818299635	PPFIA2
Global	TLK2	Up	L5/6	36254	56	5	0	1.0	
Conditional	TLK2	Up	L5/6	1466	56	1	0	1.0	
Global	TLK2	Up	L5/6-CC	36254	56	14	0	1.0	
Conditional	TLK2	Up	L5/6-CC	1466	56	4	0	1.0	
Global	TLK2	Up	Neu-mat	36254	56	1	0	1.0	
Conditional	TLK2	Up	Neu-mat	1466	56	0	0	1.0	
Global	TLK2	Up	Neu-NRGN-I	36254	56	7	0	1.0	
Conditional	TLK2	Up	Neu-NRGN-I	1466	56	1	0	1.0	
Global	TLK2	Up	Neu-NRGN-II	36254	56	17	0	1.0	
Conditional	TLK2	Up	Neu-NRGN-II	1466	56	0	0	1.0	
Global	TLK2	Up	IN-PV	36254	56	19	0	1.0	
Conditional	TLK2	Up	IN-PV	1466	56	3	0	1.0	
Global	TLK2	Up	IN-SST	36254	56	21	0	1.0	
Conditional	TLK2	Up	IN-SST	1466	56	3	0	1.0	
Global	TLK2	Up	IN-VIP	36254	56	58	1	0.08582201159638166	ELAVL2
Conditional	TLK2	Up	IN-VIP	1466	56	6	1	0.20871320818299635	ELAVL2
Global	TLK2	Up	IN-SV2C	36254	56	11	0	1.0	
Conditional	TLK2	Up	IN-SV2C	1466	56	2	0	1.0	
Global	TLK2	Up	Microglia	36254	56	58	0	1.0	
Conditional	TLK2	Up	Microglia	1466	56	9	0	1.0	
Global	TLK2	Up	AST-PP	36254	56	45	1	0.06723836331107882	COX20
Conditional	TLK2	Up	AST-PP	1466	56	7	1	0.23906393444447044	COX20
Global	TLK2	Up	AST-FB	36254	56	13	0	1.0	
Conditional	TLK2	Up	AST-FB	1466	56	1	0	1.0	
Global	TLK2	Up	Oligodendrocytes	36254	56	6	0	1.0	
Conditional	TLK2	Up	Oligodendrocytes	1466	56	1	0	1.0	
Global	TLK2	Up	OPC	36254	56	1	0	1.0	
Conditional	TLK2	Up	OPC	1466	56	0	0	1.0	
Global	TLK2	Up	Endothelial	36254	56	33	0	1.0	
Conditional	TLK2	Up	Endothelial	1466	56	2	0	1.0	
Global	TLK2	Down	L2/3	36254	56	46	0	1.0	
Conditional	TLK2	Down	L2/3	1466	56	8	0	1.0	
Global	TLK2	Down	L4	36254	56	40	0	1.0	
Conditional	TLK2	Down	L4	1466	56	2	0	1.0	
Global	TLK2	Down	L5/6	36254	56	3	0	1.0	
Conditional	TLK2	Down	L5/6	1466	56	1	0	1.0	
Global	TLK2	Down	L5/6-CC	36254	56	5	0	1.0	
Conditional	TLK2	Down	L5/6-CC	1466	56	2	0	1.0	
Global	TLK2	Down	Neu-mat	36254	56	2	0	1.0	
Conditional	TLK2	Down	Neu-mat	1466	56	0	0	1.0	
Global	TLK2	Down	Neu-NRGN-I	36254	56	6	0	1.0	
Conditional	TLK2	Down	Neu-NRGN-I	1466	56	2	0	1.0	
Global	TLK2	Down	Neu-NRGN-II	36254	56	9	0	1.0	
Conditional	TLK2	Down	Neu-NRGN-II	1466	56	1	0	1.0	
Global	TLK2	Down	IN-PV	36254	56	8	0	1.0	
Conditional	TLK2	Down	IN-PV	1466	56	1	0	1.0	
Global	TLK2	Down	IN-SST	36254	56	8	0	1.0	
Conditional	TLK2	Down	IN-SST	1466	56	1	0	1.0	
Global	TLK2	Down	IN-VIP	36254	56	21	0	1.0	
Conditional	TLK2	Down	IN-VIP	1466	56	2	0	1.0	
Global	TLK2	Down	IN-SV2C	36254	56	21	0	1.0	
Conditional	TLK2	Down	IN-SV2C	1466	56	3	0	1.0	
Global	TLK2	Down	Microglia	36254	56	20	0	1.0	
Conditional	TLK2	Down	Microglia	1466	56	4	0	1.0	
Global	TLK2	Down	AST-PP	36254	56	14	0	1.0	
Conditional	TLK2	Down	AST-PP	1466	56	1	0	1.0	
Global	TLK2	Down	AST-FB	36254	56	2	0	1.0	
Conditional	TLK2	Down	AST-FB	1466	56	0	0	1.0	
Global	TLK2	Down	Oligodendrocytes	36254	56	10	0	1.0	
Conditional	TLK2	Down	Oligodendrocytes	1466	56	2	0	1.0	
Global	TLK2	Down	OPC	36254	56	2	0	1.0	
Conditional	TLK2	Down	OPC	1466	56	0	0	1.0	
Global	TLK2	Down	Endothelial	36254	56	26	0	1.0	
Conditional	TLK2	Down	Endothelial	1466	56	5	0	1.0	
Global	COMBINED	All	L2/3	36254	957	107	17	3.1965816484791766e-09	TRAF3,ATP1B1,CPE,HNRNPDL,CDH9,RPL34,RPS15,NLGN1,DPYSL2,SUGP2,CDH2,SSBP2,HSP90AA1,RPLP2,CIRBP,MAP2,RAB3C
Conditional	COMBINED	All	L2/3	2985	957	28	17	0.0016044996747100143	TRAF3,ATP1B1,CPE,CDH9,RPL34,RPS15,NLGN1,DPYSL2,SUGP2,CDH2,SSBP2,HSP90AA1,CIRBP,RPLP2,HNRNPDL,RAB3C,MAP2
Global	COMBINED	All	L4	36254	957	105	8	0.006737279449278846	RPS15,CDH2,BDP1,CIRBP,UNC5C,RAB3C,PUM1,PPFIA2
Conditional	COMBINED	All	L4	2985	957	20	8	0.29375777031567113	RPS15,CDH2,BDP1,CIRBP,UNC5C,RAB3C,PUM1,PPFIA2
Global	COMBINED	All	L5/6	36254	957	8	2	0.017535464858456428	CDH9,CIRBP
Conditional	COMBINED	All	L5/6	2985	957	2	2	0.10271329839546259	CDH9,CIRBP
Global	COMBINED	All	L5/6-CC	36254	957	19	5	0.00010836008040670225	MAPRE2,RPL8,CIRBP,MAP2,CDH10
Conditional	COMBINED	All	L5/6-CC	2985	957	6	5	0.014806964159313441	MAPRE2,CIRBP,RPL8,MAP2,CDH10
Global	COMBINED	All	Neu-mat	36254	957	3	0	1.0	
Conditional	COMBINED	All	Neu-mat	2985	957	0	0	1.0	
Global	COMBINED	All	Neu-NRGN-I	36254	957	13	2	0.044779103685645485	CFL1,GABARAPL2
Conditional	COMBINED	All	Neu-NRGN-I	2985	957	3	2	0.24237308327377172	CFL1,GABARAPL2
Global	COMBINED	All	Neu-NRGN-II	36254	957	26	4	0.004540056900857151	IQSEC1,RAB3C,AP2S1,CADM2
Conditional	COMBINED	All	Neu-NRGN-II	2985	957	4	4	0.010520043354231335	IQSEC1,RAB3C,AP2S1,CADM2
Global	COMBINED	All	IN-PV	36254	957	27	4	0.005219802244465765	ATP1A3,RAB3GAP1,CIRBP,APLP2
Conditional	COMBINED	All	IN-PV	2985	957	9	4	0.31855283570126053	CIRBP,RAB3GAP1,ATP1A3,APLP2
Global	COMBINED	All	IN-SST	36254	957	29	6	9.4059941811772e-05	CADM2,PUM1,CDH2,CIRBP,MAP2,SCN3A
Conditional	COMBINED	All	IN-SST	2985	957	11	6	0.10346429506470878	SCN3A,CADM2,CDH2,CIRBP,MAP2,PUM1
Global	COMBINED	All	IN-VIP	36254	957	79	12	1.0788148675947994e-06	GNAQ,RIMS2,RPS15,NTRK2,ELAVL2,CDH2,SSBP2,EPHA5,CIRBP,RAB3C,G3BP2,CDH10
Conditional	COMBINED	All	IN-VIP	2985	957	22	12	0.023661667809992515	GNAQ,RIMS2,RPS15,NTRK2,ELAVL2,CDH2,SSBP2,EPHA5,CIRBP,RAB3C,G3BP2,CDH10
Global	COMBINED	All	IN-SV2C	36254	957	32	4	0.00964088380689124	CTNNA1,ELAVL1,ELAVL4,CIRBP
Conditional	COMBINED	All	IN-SV2C	2985	957	7	4	0.15404425559118762	ELAVL1,CIRBP,ELAVL4,CTNNA1
Global	COMBINED	All	Microglia	36254	957	78	9	0.0002143135204481242	NEDD4L,PLEKHA5,PTBP2,SSBP2,FTH1,H3F3B,CIRBP,CDC27,CKB
Conditional	COMBINED	All	Microglia	2985	957	21	9	0.2011258862708323	NEDD4L,PTBP2,PLEKHA5,FTH1,SSBP2,H3F3B,CIRBP,CDC27,CKB
Global	COMBINED	All	AST-PP	36254	957	59	8	0.00015424104756795874	REPS1,PDCD6IP,CADM2,PACS1,CIRBP,COX20,GPHN,ZMYND8
Conditional	COMBINED	All	AST-PP	2985	957	15	8	0.07134442831210613	REPS1,PDCD6IP,CADM2,PACS1,CIRBP,COX20,GPHN,ZMYND8
Global	COMBINED	All	AST-FB	36254	957	15	0	1.0	
Conditional	COMBINED	All	AST-FB	2985	957	3	0	1.0	
Global	COMBINED	All	Oligodendrocytes	36254	957	16	2	0.0654196034512706	CFL1,CIRBP
Conditional	COMBINED	All	Oligodendrocytes	2985	957	5	2	0.5138128464849986	CFL1,CIRBP
Global	COMBINED	All	OPC	36254	957	3	0	1.0	
Conditional	COMBINED	All	OPC	2985	957	0	0	1.0	
Global	COMBINED	All	Endothelial	36254	957	59	6	0.004567902837273992	SFPQ,PDZD2,AKAP12,PDE5A,H3F3B,LAMA2
Conditional	COMBINED	All	Endothelial	2985	957	12	6	0.15275542575182308	SFPQ,PDZD2,AKAP12,PDE5A,H3F3B,LAMA2
Global	COMBINED	Up	L2/3	36254	957	61	11	5.130421586227545e-07	ATP1B1,CPE,CDH9,RPL34,NLGN1,DPYSL2,CDH2,SSBP2,HSP90AA1,MAP2,RAB3C
Conditional	COMBINED	Up	L2/3	2985	957	16	11	0.002787510781901424	ATP1B1,CPE,CDH9,RPL34,NLGN1,DPYSL2,CDH2,SSBP2,HSP90AA1,MAP2,RAB3C
Global	COMBINED	Up	L4	36254	957	65	5	0.028530978488895846	CDH2,UNC5C,RAB3C,PUM1,PPFIA2
Conditional	COMBINED	Up	L4	2985	957	12	5	0.33222721371583025	CDH2,UNC5C,RAB3C,PUM1,PPFIA2
Global	COMBINED	Up	L5/6	36254	957	5	1	0.12520543840044673	CDH9
Conditional	COMBINED	Up	L5/6	2985	957	1	1	0.3206030150753769	CDH9
Global	COMBINED	Up	L5/6-CC	36254	957	14	3	0.005368504514555776	MAPRE2,MAP2,CDH10
Conditional	COMBINED	Up	L5/6-CC	2985	957	4	3	0.09997349376253799	MAPRE2,MAP2,CDH10
Global	COMBINED	Up	Neu-mat	36254	957	1	0	1.0	
Conditional	COMBINED	Up	Neu-mat	2985	957	0	0	1.0	
Global	COMBINED	Up	Neu-NRGN-I	36254	957	7	0	1.0	
Conditional	COMBINED	Up	Neu-NRGN-I	2985	957	1	0	1.0	
Global	COMBINED	Up	Neu-NRGN-II	36254	957	17	3	0.009456150045373717	IQSEC1,RAB3C,CADM2
Conditional	COMBINED	Up	Neu-NRGN-II	2985	957	3	3	0.032883405956308	IQSEC1,RAB3C,CADM2
Global	COMBINED	Up	IN-PV	36254	957	19	3	0.01295863633128014	RAB3GAP1,ATP1A3,APLP2
Conditional	COMBINED	Up	IN-PV	2985	957	8	3	0.5003124821996173	RAB3GAP1,ATP1A3,APLP2
Global	COMBINED	Up	IN-SST	36254	957	21	5	0.000181495465051268	CADM2,PUM1,CDH2,MAP2,SCN3A
Conditional	COMBINED	Up	IN-SST	2985	957	9	5	0.12569713564751733	CADM2,PUM1,CDH2,MAP2,SCN3A
Global	COMBINED	Up	IN-VIP	36254	957	58	10	2.595519626735672e-06	GNAQ,RIMS2,NTRK2,ELAVL2,CDH2,SSBP2,EPHA5,RAB3C,G3BP2,CDH10
Conditional	COMBINED	Up	IN-VIP	2985	957	18	10	0.032898978643738204	GNAQ,RIMS2,NTRK2,ELAVL2,CDH2,SSBP2,EPHA5,RAB3C,G3BP2,CDH10
Global	COMBINED	Up	IN-SV2C	36254	957	11	1	0.2549547626631194	ELAVL4
Conditional	COMBINED	Up	IN-SV2C	2985	957	3	1	0.6865525559960508	ELAVL4
Global	COMBINED	Up	Microglia	36254	957	58	4	0.06688985790660061	SSBP2,PLEKHA5,NEDD4L,PTBP2
Conditional	COMBINED	Up	Microglia	2985	957	15	4	0.7602156802454759	SSBP2,PLEKHA5,NEDD4L,PTBP2
Global	COMBINED	Up	AST-PP	36254	957	45	6	0.0011269918334400385	REPS1,CADM2,PACS1,COX20,GPHN,ZMYND8
Conditional	COMBINED	Up	AST-PP	2985	957	13	6	0.21022503293034137	REPS1,CADM2,PACS1,COX20,GPHN,ZMYND8
Global	COMBINED	Up	AST-FB	36254	957	13	0	1.0	
Conditional	COMBINED	Up	AST-FB	2985	957	2	0	1.0	
Global	COMBINED	Up	Oligodendrocytes	36254	957	6	0	1.0	
Conditional	COMBINED	Up	Oligodendrocytes	2985	957	2	0	1.0	
Global	COMBINED	Up	OPC	36254	957	1	0	1.0	
Conditional	COMBINED	Up	OPC	2985	957	0	0	1.0	
Global	COMBINED	Up	Endothelial	36254	957	33	3	0.0556834366502189	PDE5A,LAMA2,PDZD2
Conditional	COMBINED	Up	Endothelial	2985	957	3	3	0.032883405956308	PDE5A,LAMA2,PDZD2
Global	COMBINED	Down	L2/3	36254	957	46	6	0.001267460332805178	TRAF3,RPS15,SUGP2,CIRBP,RPLP2,HNRNPDL
Conditional	COMBINED	Down	L2/3	2985	957	12	6	0.15275542575182308	TRAF3,RPS15,SUGP2,CIRBP,RPLP2,HNRNPDL
Global	COMBINED	Down	L4	36254	957	40	3	0.08828125575457331	RPS15,BDP1,CIRBP
Conditional	COMBINED	Down	L4	2985	957	8	3	0.5003124821996173	RPS15,BDP1,CIRBP
Global	COMBINED	Down	L5/6	36254	957	3	1	0.07712130730850741	CIRBP
Conditional	COMBINED	Down	L5/6	2985	957	1	1	0.3206030150753769	CIRBP
Global	COMBINED	Down	L5/6-CC	36254	957	5	2	0.006601409917352008	CIRBP,RPL8
Conditional	COMBINED	Down	L5/6-CC	2985	957	2	2	0.10271329839546259	CIRBP,RPL8
Global	COMBINED	Down	Neu-mat	36254	957	2	0	1.0	
Conditional	COMBINED	Down	Neu-mat	2985	957	0	0	1.0	
Global	COMBINED	Down	Neu-NRGN-I	36254	957	6	2	0.009729370722611147	CFL1,GABARAPL2
Conditional	COMBINED	Down	Neu-NRGN-I	2985	957	2	2	0.10271329839546259	CFL1,GABARAPL2
Global	COMBINED	Down	Neu-NRGN-II	36254	957	9	1	0.2139954022648863	AP2S1
Conditional	COMBINED	Down	Neu-NRGN-II	2985	957	1	1	0.3206030150753769	AP2S1
Global	COMBINED	Down	IN-PV	36254	957	8	1	0.1926797968345114	CIRBP
Conditional	COMBINED	Down	IN-PV	2985	957	1	1	0.3206030150753769	CIRBP
Global	COMBINED	Down	IN-SST	36254	957	8	1	0.1926797968345114	CIRBP
Conditional	COMBINED	Down	IN-SST	2985	957	2	1	0.5384927317552913	CIRBP
Global	COMBINED	Down	IN-VIP	36254	957	21	2	0.10511923262733688	RPS15,CIRBP
Conditional	COMBINED	Down	IN-VIP	2985	957	4	2	0.3847726727850055	RPS15,CIRBP
Global	COMBINED	Down	IN-SV2C	36254	957	21	3	0.017106714470442073	ELAVL1,CTNNA1,CIRBP
Conditional	COMBINED	Down	IN-SV2C	2985	957	4	3	0.09997349376253799	CIRBP,CTNNA1,ELAVL1
Global	COMBINED	Down	Microglia	36254	957	20	5	0.0001413461767291857	FTH1,H3F3B,CIRBP,CDC27,CKB
Conditional	COMBINED	Down	Microglia	2985	957	6	5	0.014806964159313441	FTH1,H3F3B,CIRBP,CDC27,CKB
Global	COMBINED	Down	AST-PP	36254	957	14	2	0.051347536880827126	CIRBP,PDCD6IP
Conditional	COMBINED	Down	AST-PP	2985	957	2	2	0.10271329839546259	PDCD6IP,CIRBP
Global	COMBINED	Down	AST-FB	36254	957	2	0	1.0	
Conditional	COMBINED	Down	AST-FB	2985	957	1	0	1.0	
Global	COMBINED	Down	Oligodendrocytes	36254	957	10	2	0.02721494702161057	CFL1,CIRBP
Conditional	COMBINED	Down	Oligodendrocytes	2985	957	3	2	0.24237308327377172	CFL1,CIRBP
Global	COMBINED	Down	OPC	36254	957	2	0	1.0	
Conditional	COMBINED	Down	OPC	2985	957	0	0	1.0	
Global	COMBINED	Down	Endothelial	36254	957	26	3	0.03035327944619568	AKAP12,SFPQ,H3F3B
Conditional	COMBINED	Down	Endothelial	2985	957	9	3	0.5911923054487955	AKAP12,SFPQ,H3F3B
